ID,BBOX,VERSION,SOURCES,LEVEL,SUBTYPE,CLASS,HEIGHT,NAMES,HAS_PARTS,IS_UNDERGROUND,NUM_FLOORS,NUM_FLOORS_UNDERGROUND,MIN_HEIGHT,MIN_FLOOR,FACADE_COLOR,FACADE_MATERIAL,ROOF_MATERIAL,ROOF_SHAPE,ROOF_DIRECTION,ROOF_ORIENTATION,ROOF_COLOR,ROOF_HEIGHT,GEOMETRY
08b60ab6a3ba5fff0200194312376ebd,"{
  ""xmax"": 7.399848937988281e+01,
  ""xmin"": 7.399839019775391e+01,
  ""ymax"": 1.696502113342285e+01,
  ""ymin"": 1.696490669250488e+01
}",0,"{
  ""list"": [
    {
      ""element"": {
        ""confidence"": 8.477000000000000e-01,
        ""dataset"": ""Google Open Buildings"",
        ""property"": """",
        ""record_id"": ""7J8MXX7X+X9MH"",
        ""update_time"": ""2023-05-01T00:00:00.000Z""
      }
    }
  ]
}",,,,,,false,false,,,,,,,,,,,,,"{
  ""coordinates"": [
    [
      [
        73.998392,
        16.964917
      ],
      [
        73.9984677,
        16.9649072
      ],
      [
        73.9984821,
        16.965011
      ],
      [
        73.9984064,
        16.9650208
      ],
      [
        73.998392,
        16.964917
      ]
    ]
  ],
  ""type"": ""Polygon""
}"
08b60ab6a3b1dfff02006f9e06f02581,"{
  ""xmax"": 7.399710083007812e+01,
  ""xmin"": 7.399694824218750e+01,
  ""ymax"": 1.696376228332520e+01,
  ""ymin"": 1.696365928649902e+01
}",0,"{
  ""list"": [
    {
      ""element"": {
        ""confidence"": 7.602000000000000e-01,
        ""dataset"": ""Google Open Buildings"",
        ""property"": """",
        ""record_id"": ""7J8MXX7W+FRJH"",
        ""update_time"": ""2023-05-01T00:00:00.000Z""
      }
    }
  ]
}",,,,,,false,false,,,,,,,,,,,,,"{
  ""coordinates"": [
    [
      [
        73.9970713,
        16.9636604
      ],
      [
        73.9970935,
        16.9637273
      ],
      [
        73.996983,
        16.9637612
      ],
      [
        73.9969608,
        16.9636944
      ],
      [
        73.9970713,
        16.9636604
      ]
    ]
  ],
  ""type"": ""Polygon""
}"
08b60ab6a385afff020002f44facdd67,"{
  ""xmax"": 7.399990081787109e+01,
  ""xmin"": 7.399978637695312e+01,
  ""ymax"": 1.696569633483887e+01,
  ""ymin"": 1.696558189392090e+01
}",0,"{
  ""list"": [
    {
      ""element"": {
        ""confidence"": 8.947000000000001e-01,
        ""dataset"": ""Google Open Buildings"",
        ""property"": """",
        ""record_id"": ""7J8MXX8X+7W5C"",
        ""update_time"": ""2023-05-01T00:00:00.000Z""
      }
    }
  ]
}",,,,,,false,false,,,,,,,,,,,,,"{
  ""coordinates"": [
    [
      [
        73.9998738,
        16.9655835
      ],
      [
        73.9998982,
        16.9656746
      ],
      [
        73.9998139,
        16.9656955
      ],
      [
        73.9997895,
        16.9656044
      ],
      [
        73.9998738,
        16.9655835
      ]
    ]
  ],
  ""type"": ""Polygon""
}"
08b60ab6a384efff020080c7c84f2b2a,"{
  ""xmax"": 7.399989318847656e+01,
  ""xmin"": 7.399976348876953e+01,
  ""ymax"": 1.696467399597168e+01,
  ""ymin"": 1.696459388732910e+01
}",0,"{
  ""list"": [
    {
      ""element"": {
        ""confidence"": 8.349000000000000e-01,
        ""dataset"": ""Google Open Buildings"",
        ""property"": """",
        ""record_id"": ""7J8MXX7X+VW48"",
        ""update_time"": ""2023-05-01T00:00:00.000Z""
      }
    }
  ]
}",,,,,,false,false,,,,,,,,,,,,,"{
  ""coordinates"": [
    [
      [
        73.9998771,
        16.9645942
      ],
      [
        73.9998915,
        16.9646474
      ],
      [
        73.9997898,
        16.9646729
      ],
      [
        73.9997754,
        16.9646197
      ],
      [
        73.9998771,
        16.9645942
      ]
    ]
  ],
  ""type"": ""Polygon""
}"
08b60ab6a3a32fff0200251822a2f5ec,"{
  ""xmax"": 7.399657440185547e+01,
  ""xmin"": 7.399642181396484e+01,
  ""ymax"": 1.696572875976562e+01,
  ""ymin"": 1.696556472778320e+01
}",0,"{
  ""list"": [
    {
      ""element"": {
        ""confidence"": 8.273000000000000e-01,
        ""dataset"": ""Google Open Buildings"",
        ""property"": """",
        ""record_id"": ""7J8MXX8W+7H5X"",
        ""update_time"": ""2023-05-01T00:00:00.000Z""
      }
    }
  ]
}",,,,,,false,false,,,,,,,,,,,,,"{
  ""coordinates"": [
    [
      [
        73.9964248,
        16.965581
      ],
      [
        73.9964816,
        16.9655648
      ],
      [
        73.9964911,
        16.9655955
      ],
      [
        73.9965332,
        16.9655835
      ],
      [
        73.9965688,
        16.9656991
      ],
      [
        73.9964698,
        16.9657273
      ],
      [
        73.9964248,
        16.965581
      ]
    ]
  ],
  ""type"": ""Polygon""
}"
08b60ab6a3840fff0200fd9c4e2fc6a2,"{
  ""xmax"": 7.400053405761719e+01,
  ""xmin"": 7.400041198730469e+01,
  ""ymax"": 1.696428298950195e+01,
  ""ymin"": 1.696415519714355e+01
}",0,"{
  ""list"": [
    {
      ""element"": {
        ""confidence"": 7.697000000000001e-01,
        ""dataset"": ""Google Open Buildings"",
        ""property"": """",
        ""record_id"": ""7J8PX272+M5QM"",
        ""update_time"": ""2023-05-01T00:00:00.000Z""
      }
    }
  ]
}",,,,,,false,false,,,,,,,,,,,,,"{
  ""coordinates"": [
    [
      [
        74.0004314,
        16.9641694
      ],
      [
        74.0005139,
        16.9641565
      ],
      [
        74.000533,
        16.9642692
      ],
      [
        74.0004505,
        16.9642821
      ],
      [
        74.000444,
        16.9642434
      ],
      [
        74.0004191,
        16.9642473
      ],
      [
        74.0004154,
        16.9642252
      ],
      [
        74.0004219,
        16.9642242
      ],
      [
        74.0004182,
        16.9642023
      ],
      [
        74.0004365,
        16.9641994
      ],
      [
        74.0004314,
        16.9641694
      ]
    ]
  ],
  ""type"": ""Polygon""
}"
08b60ab6a384cfff0200dcebf9eeeaf7,"{
  ""xmax"": 7.399967956542969e+01,
  ""xmin"": 7.399959564208984e+01,
  ""ymax"": 1.696430587768555e+01,
  ""ymin"": 1.696419143676758e+01
}",0,"{
  ""list"": [
    {
      ""element"": {
        ""confidence"": 8.562000000000000e-01,
        ""dataset"": ""Google Open Buildings"",
        ""property"": """",
        ""record_id"": ""7J8MXX7X+MVRV"",
        ""update_time"": ""2023-05-01T00:00:00.000Z""
      }
    }
  ]
}",,,,,,false,false,,,,,,,,,,,,,"{
  ""coordinates"": [
    [
      [
        73.9995973,
        16.9642035
      ],
      [
        73.9996596,
        16.9641933
      ],
      [
        73.9996776,
        16.9642948
      ],
      [
        73.9996153,
        16.964305
      ],
      [
        73.9995973,
        16.9642035
      ]
    ]
  ],
  ""type"": ""Polygon""
}"
08b60ab6a3848fff0200b25ea6e671bb,"{
  ""xmax"": 7.399944305419922e+01,
  ""xmin"": 7.399932098388672e+01,
  ""ymax"": 1.696431922912598e+01,
  ""ymin"": 1.696421051025391e+01
}",0,"{
  ""list"": [
    {
      ""element"": {
        ""confidence"": 8.693000000000000e-01,
        ""dataset"": ""Google Open Buildings"",
        ""property"": """",
        ""record_id"": ""7J8MXX7X+PQ2J"",
        ""update_time"": ""2023-05-01T00:00:00.000Z""
      }
    }
  ]
}",,,,,,false,false,,,,,,,,,,,,,"{
  ""coordinates"": [
    [
      [
        73.9994284,
        16.9642119
      ],
      [
        73.9994415,
        16.9643046
      ],
      [
        73.9993355,
        16.9643185
      ],
      [
        73.9993224,
        16.9642258
      ],
      [
        73.9994284,
        16.9642119
      ]
    ]
  ],
  ""type"": ""Polygon""
}"
08b60ab6a3b95fff02004ab240089977,"{
  ""xmax"": 7.399864959716797e+01,
  ""xmin"": 7.399860382080078e+01,
  ""ymax"": 1.696704673767090e+01,
  ""ymin"": 1.696700096130371e+01
}",0,"{
  ""list"": [
    {
      ""element"": {
        ""confidence"": 7.234000000000000e-01,
        ""dataset"": ""Google Open Buildings"",
        ""property"": """",
        ""record_id"": ""7J8MXX8X+RF2R"",
        ""update_time"": ""2023-05-01T00:00:00.000Z""
      }
    }
  ]
}",,,,,,false,false,,,,,,,,,,,,,"{
  ""coordinates"": [
    [
      [
        73.9986195,
        16.967001
      ],
      [
        73.9986469,
        16.9670063
      ],
      [
        73.9986388,
        16.9670454
      ],
      [
        73.9986114,
        16.9670401
      ],
      [
        73.9986195,
        16.967001
      ]
    ]
  ],
  ""type"": ""Polygon""
}"
08b60ab6a386afff020033e6f0416e6c,"{
  ""xmax"": 7.399981689453125e+01,
  ""xmin"": 7.399974060058594e+01,
  ""ymax"": 1.696378517150879e+01,
  ""ymin"": 1.696364212036133e+01
}",0,"{
  ""list"": [
    {
      ""element"": {
        ""confidence"": 8.485000000000000e-01,
        ""dataset"": ""Google Open Buildings"",
        ""property"": """",
        ""record_id"": ""7J8MXX7X+FWJH"",
        ""update_time"": ""2023-05-01T00:00:00.000Z""
      }
    }
  ]
}",,,,,,false,false,,,,,,,,,,,,,"{
  ""coordinates"": [
    [
      [
        73.9997601,
        16.9636424
      ],
      [
        73.9998113,
        16.9636472
      ],
      [
        73.9997975,
        16.9637844
      ],
      [
        73.9997463,
        16.9637796
      ],
      [
        73.9997601,
        16.9636424
      ]
    ]
  ],
  ""type"": ""Polygon""
}"
