GEOGRAPHY,XLON,XLAT,BOUNDS,ACTIVITY_INDEX_TOTAL,WKT
032002023320231112,-88.903427124,34.396145202,"-88.90411376953125,34.395578615491694,-88.90274047851562,34.39671178864244",0.040158,"POLYGON ((-88.90274047851562 34.39671178864244, -88.90411376953125 34.39671178864244, -88.90411376953125 34.395578615491694, -88.90274047851562 34.395578615491694, -88.90274047851562 34.39671178864244))"
032002023320231112,-88.90343,34.39615,"-88.90411,34.39558,-88.90274,34.39671",0.041287,"POLYGON ((-88.90274 34.39671, -88.90411 34.39671, -88.90411 34.39558, -88.90274 34.39558, -88.90274 34.39671))"
032002023320231112,-88.903427124,34.396145202,"-88.90411376953125,34.395578615491694,-88.90274047851562,34.39671178864244",0.0199,"POLYGON ((-88.90274047851562 34.39671178864244, -88.90411376953125 34.39671178864244, -88.90411376953125 34.395578615491694, -88.90274047851562 34.395578615491694, -88.90274047851562 34.39671178864244))"
032002023320231112,-88.903427124,34.396145202,"-88.90411376953125,34.395578615491694,-88.90274047851562,34.39671178864244",0.049051,"POLYGON ((-88.90274047851562 34.39671178864244, -88.90411376953125 34.39671178864244, -88.90411376953125 34.395578615491694, -88.90274047851562 34.395578615491694, -88.90274047851562 34.39671178864244))"
032002023320231112,-88.903427124,34.396145202,"-88.90411376953125,34.395578615491694,-88.90274047851562,34.39671178864244",0.03525,"POLYGON ((-88.90274047851562 34.39671178864244, -88.90411376953125 34.39671178864244, -88.90411376953125 34.395578615491694, -88.90274047851562 34.395578615491694, -88.90274047851562 34.39671178864244))"
032002023320231112,-88.903427124,34.396145202,"-88.90411376953125,34.395578615491694,-88.90274047851562,34.39671178864244",0.027955,"POLYGON ((-88.90274047851562 34.39671178864244, -88.90411376953125 34.39671178864244, -88.90411376953125 34.395578615491694, -88.90274047851562 34.395578615491694, -88.90274047851562 34.39671178864244))"
032002023320231112,-88.903427124,34.396145202,"-88.90411376953125,34.395578615491694,-88.90274047851562,34.39671178864244",0.023867,"POLYGON ((-88.90274047851562 34.39671178864244, -88.90411376953125 34.39671178864244, -88.90411376953125 34.395578615491694, -88.90274047851562 34.395578615491694, -88.90274047851562 34.39671178864244))"
032002023320231112,-88.903427124,34.396145202,"-88.90411376953125,34.395578615491694,-88.90274047851562,34.39671178864244",0.022013,"POLYGON ((-88.90274047851562 34.39671178864244, -88.90411376953125 34.39671178864244, -88.90411376953125 34.395578615491694, -88.90274047851562 34.395578615491694, -88.90274047851562 34.39671178864244))"
032002023320231112,-88.903427124,34.396145202,"-88.90411376953125,34.395578615491694,-88.90274047851562,34.39671178864244",0.037092,"POLYGON ((-88.90274047851562 34.39671178864244, -88.90411376953125 34.39671178864244, -88.90411376953125 34.395578615491694, -88.90274047851562 34.395578615491694, -88.90274047851562 34.39671178864244))"
032002023320231112,-88.903427124,34.396145202,"-88.90411376953125,34.395578615491694,-88.90274047851562,34.39671178864244",0.023191,"POLYGON ((-88.90274047851562 34.39671178864244, -88.90411376953125 34.39671178864244, -88.90411376953125 34.395578615491694, -88.90274047851562 34.395578615491694, -88.90274047851562 34.39671178864244))"
032002023320231112,-88.903427124,34.396145202,"-88.90411376953125,34.395578615491694,-88.90274047851562,34.39671178864244",0.039122,"POLYGON ((-88.90274047851562 34.39671178864244, -88.90411376953125 34.39671178864244, -88.90411376953125 34.395578615491694, -88.90274047851562 34.395578615491694, -88.90274047851562 34.39671178864244))"
032002023320231112,-88.903427124,34.396145202,"-88.90411376953125,34.395578615491694,-88.90274047851562,34.39671178864244",0.037582,"POLYGON ((-88.90274047851562 34.39671178864244, -88.90411376953125 34.39671178864244, -88.90411376953125 34.395578615491694, -88.90274047851562 34.395578615491694, -88.90274047851562 34.39671178864244))"
032002023320231112,-88.903427124,34.396145202,"-88.90411376953125,34.395578615491694,-88.90274047851562,34.39671178864244",0.027537,"POLYGON ((-88.90274047851562 34.39671178864244, -88.90411376953125 34.39671178864244, -88.90411376953125 34.395578615491694, -88.90274047851562 34.395578615491694, -88.90274047851562 34.39671178864244))"
032002023320231112,-88.90343,34.39615,"-88.90411,34.39558,-88.90274,34.39671",0.025893,"POLYGON ((-88.90274 34.39671, -88.90411 34.39671, -88.90411 34.39558, -88.90274 34.39558, -88.90274 34.39671))"
032002023320231112,-88.903427124,34.396145202,"-88.90411376953125,34.395578615491694,-88.90274047851562,34.39671178864244",0.028335,"POLYGON ((-88.90274047851562 34.39671178864244, -88.90411376953125 34.39671178864244, -88.90411376953125 34.395578615491694, -88.90274047851562 34.395578615491694, -88.90274047851562 34.39671178864244))"
