GEO,OBJECTID,STATECODE,COUNTYCODE,FIPSCODE,COUNTY,STATE,V001_DENOMINATOR,V001_FLAG,V001_NUMERATOR,V001_RACE_AIAN,V001_RACE_AIAN_FLAG,V001_RACE_ASIAN,V001_RACE_ASIAN_FLAG,V001_RACE_BLACK,V001_RACE_BLACK_FLAG,V001_RACE_HISPANIC,V001_RACE_HISPANIC_FLAG,V001_RACE_NHOPI,V001_RACE_NHOPI_FLAG,V001_RACE_WHITE,V001_RACE_WHITE_FLAG,V001_RAWVALUE,V002_RAWVALUE,V003_DENOMINATOR,V003_NUMERATOR,V003_RAWVALUE,V004_DENOMINATOR,V004_NUMERATOR,V004_RAWVALUE,V005_RACE_AIAN,V005_RACE_ASIAN,V005_RACE_BLACK,V005_RACE_HISPANIC,V005_RACE_WHITE,V005_RAWVALUE,V009_RAWVALUE,V011_RAWVALUE,V014_DENOMINATOR,V014_NUMERATOR,V014_RACE_AIAN,V014_RACE_ASIAN,V014_RACE_BLACK,V014_RACE_HISPANIC,V014_RACE_NHOPI,V014_RACE_TOM,V014_RACE_WHITE,V014_RAWVALUE,V015_DENOMINATOR,V015_NUMERATOR,V015_RACE_AIAN,V015_RACE_ASIAN,V015_RACE_BLACK,V015_RACE_HISPANIC,V015_RACE_NHOPI,V015_RACE_WHITE,V015_RAWVALUE,V021_DENOMINATOR,V021_NUMERATOR,V021_RAWVALUE,V023_DENOMINATOR,V023_NUMERATOR,V023_RAWVALUE,V024_NUMERATOR,V024_RACE_AIAN,V024_RACE_ASIAN,V024_RACE_BLACK,V024_RACE_HISPANIC,V024_RACE_WHITE,V024_RAWVALUE,V036_RAWVALUE,V037_DENOMINATOR,V037_FLAG,V037_NUMERATOR,V037_RACE_AIAN,V037_RACE_ASIAN,V037_RACE_BLACK,V037_RACE_HISPANIC,V037_RACE_NHOPI,V037_RACE_TOM,V037_RACE_WHITE,V037_RAWVALUE,V039_DENOMINATOR,V039_NUMERATOR,V039_RACE_AIAN,V039_RACE_ASIAN,V039_RACE_BLACK,V039_RACE_HISPANIC,V039_RACE_NHOPI,V039_RACE_WHITE,V039_RAWVALUE,V042_RAWVALUE,V044_DENOMINATOR,V044_NUMERATOR,V044_RAWVALUE,V045_DENOMINATOR,V045_NUMERATOR,V045_RAWVALUE,V049_RAWVALUE,V050_RACE_AIAN,V050_RACE_ASIAN,V050_RACE_BLACK,V050_RACE_HISPANIC,V050_RACE_WHITE,V050_RAWVALUE,V051_RAWVALUE,V052_DENOMINATOR,V052_NUMERATOR,V052_RAWVALUE,V053_DENOMINATOR,V053_NUMERATOR,V053_RAWVALUE,V054_DENOMINATOR,V054_NUMERATOR,V054_RAWVALUE,V055_DENOMINATOR,V055_NUMERATOR,V055_RAWVALUE,V056_DENOMINATOR,V056_NUMERATOR,V056_RAWVALUE,V057_DENOMINATOR,V057_NUMERATOR,V057_RAWVALUE,V058_DENOMINATOR,V058_NUMERATOR,V058_RAWVALUE,V059_DENOMINATOR,V059_NUMERATOR,V059_RAWVALUE,V060_RAWVALUE,V061_DENOMINATOR,V061_NUMERATOR,V061_RAWVALUE,V062_DENOMINATOR,V062_NUMERATOR,V062_RAWVALUE,V063_RACE_AIAN,V063_RACE_ASIAN,V063_RACE_BLACK,V063_RACE_HISPANIC,V063_RACE_WHITE,V063_RAWVALUE,V065_DENOMINATOR,V065_NUMERATOR,V065_RAWVALUE,V067_DENOMINATOR,V067_NUMERATOR,V067_RACE_AIAN,V067_RACE_ASIAN,V067_RACE_BLACK,V067_RACE_HISPANIC,V067_RACE_WHITE,V067_RAWVALUE,V069_DENOMINATOR,V069_NUMERATOR,V069_RAWVALUE,V070_RAWVALUE,V080_DENOMINATOR,V080_NUMERATOR,V080_RAWVALUE,V081_DENOMINATOR,V081_NUMERATOR,V081_RAWVALUE,V082_DENOMINATOR,V082_NUMERATOR,V082_RAWVALUE,V083_DENOMINATOR,V083_NUMERATOR,V083_RAWVALUE,V085_DENOMINATOR,V085_NUMERATOR,V085_RAWVALUE,V088_DENOMINATOR,V088_NUMERATOR,V088_RAWVALUE,V122_DENOMINATOR,V122_NUMERATOR,V122_RAWVALUE,V124_RAWVALUE,V125_RAWVALUE,V126_DENOMINATOR,V126_NUMERATOR,V126_RAWVALUE,V127_DENOMINATOR,V127_NUMERATOR,V127_RACE_AIAN,V127_RACE_ASIAN,V127_RACE_BLACK,V127_RACE_HISPANIC,V127_RACE_NHOPI,V127_RACE_WHITE,V127_RAWVALUE,V128_DENOMINATOR,V128_NUMERATOR,V128_RACE_AIAN,V128_RACE_ASIAN,V128_RACE_BLACK,V128_RACE_HISPANIC,V128_RACE_NHOPI,V128_RACE_WHITE,V128_RAWVALUE,V129_DENOMINATOR,V129_NUMERATOR,V129_RACE_AIAN,V129_RACE_ASIAN,V129_RACE_BLACK,V129_RACE_HISPANIC,V129_RACE_NHOPI,V129_RACE_TOM,V129_RACE_WHITE,V129_RAWVALUE,V131_DENOMINATOR,V131_NUMERATOR,V131_RAWVALUE,V132_DENOMINATOR,V132_NUMERATOR,V132_RAWVALUE,V133_DENOMINATOR,V133_NUMERATOR,V133_RAWVALUE,V134_DENOMINATOR,V134_NUMERATOR,V134_RAWVALUE,V135_DENOMINATOR,V135_NUMERATOR,V135_RACE_AIAN,V135_RACE_ASIAN,V135_RACE_BLACK,V135_RACE_HISPANIC,V135_RACE_NHOPI,V135_RACE_WHITE,V135_RAWVALUE,V136_DENOMINATOR,V136_NUMERATOR,V136_OTHER_DATA_1,V136_OTHER_DATA_2,V136_OTHER_DATA_3,V136_RAWVALUE,V137_DENOMINATOR,V137_RAWVALUE,V138_DENOMINATOR,V138_NUMERATOR,V138_RACE_AIAN,V138_RACE_ASIAN,V138_RACE_BLACK,V138_RACE_HISPANIC,V138_RACE_NHOPI,V138_RACE_WHITE,V138_RAWVALUE,V139_NUMERATOR,V139_RAWVALUE,V140_DENOMINATOR,V140_NUMERATOR,V140_RAWVALUE,V141_RAWVALUE,V143_RAWVALUE,V144_RAWVALUE,V145_RAWVALUE,V147_RACE_AIAN,V147_RACE_ASIAN,V147_RACE_BLACK,V147_RACE_HISPANIC,V147_RACE_NHOPI,V147_RACE_WHITE,V147_RAWVALUE,V148_DENOMINATOR,V148_NUMERATOR,V148_RACE_AIAN,V148_RACE_ASIAN,V148_RACE_BLACK,V148_RACE_HISPANIC,V148_RACE_NHOPI,V148_RACE_WHITE,V148_RAWVALUE,V149_DENOMINATOR,V149_NUMERATOR,V149_RAWVALUE,V151_DENOMINATOR,V151_NUMERATOR,V151_RAWVALUE,V153_DENOMINATOR,V153_NUMERATOR,V153_RAWVALUE,V154_DENOMINATOR,V154_NUMERATOR,V154_RAWVALUE,V155_RACE_AIAN,V155_RACE_ASIAN,V155_RACE_BLACK,V155_RACE_HISPANIC,V155_RACE_WHITE,V155_RAWVALUE,V156_RAWVALUE,V158_DENOMINATOR,V158_OTHER_DATA_1,V158_OTHER_DATA_2,V158_RAWVALUE,V159_RACE_AIAN,V159_RACE_ASIAN,V159_RACE_BLACK,V159_RACE_HISPANIC,V159_RACE_WHITE,V159_RAWVALUE,V160_RACE_AIAN,V160_RACE_ASIAN,V160_RACE_BLACK,V160_RACE_HISPANIC,V160_RACE_WHITE,V160_RAWVALUE,V161_DENOMINATOR,V161_NUMERATOR,V161_OTHER_DATA_1,V161_RACE_AIAN,V161_RACE_ASIAN,V161_RACE_BLACK,V161_RACE_HISPANIC,V161_RACE_NHOPI,V161_RACE_WHITE,V161_RAWVALUE,V166_DENOMINATOR,V166_NUMERATOR,V166_RAWVALUE,V167_RAWVALUE,V168_DENOMINATOR,V168_NUMERATOR,V168_RAWVALUE,V169_RAWVALUE,V170_RAWVALUE,V171_DENOMINATOR,V171_NUMERATOR,V171_RAWVALUE,V172_DENOMINATOR,V172_NUMERATOR,V172_RAWVALUE,V177_DENOMINATOR,V177_NUMERATOR,V177_RAWVALUE,V178_RAWVALUE,YEAR,SHAPE__AREA,SHAPE__LENGTH
"{
  ""coordinates"": [
    [
      [
        [
          -8.950714060000000e+01,
          3.372182520000000e+01
        ],
        [
          -8.950687760000000e+01,
          3.367761120000000e+01
        ],
        [
          -8.950650160000001e+01,
          3.345981220000000e+01
        ],
        [
          -8.938109760000000e+01,
          3.346031320000000e+01
        ],
        [
          -8.936244360000001e+01,
          3.347340320000000e+01
        ],
        [
          -8.934054759999999e+01,
          3.346942020000000e+01
        ],
        [
          -8.931897960000001e+01,
          3.349433020000000e+01
        ],
        [
          -8.929614560000000e+01,
          3.350674020000000e+01
        ],
        [
          -8.926148660000000e+01,
          3.351863420000000e+01
        ],
        [
          -8.924603260000001e+01,
          3.351623520000000e+01
        ],
        [
          -8.922447860000000e+01,
          3.352604120000000e+01
        ],
        [
          -8.918096850000001e+01,
          3.353285120000000e+01
        ],
        [
          -8.908845150000001e+01,
          3.353320820000000e+01
        ],
        [
          -8.908826850000000e+01,
          3.356204520000000e+01
        ],
        [
          -8.901861850000000e+01,
          3.356212020000000e+01
        ],
        [
          -8.901854550000000e+01,
          3.363537920000000e+01
        ],
        [
          -8.903602650000001e+01,
          3.363357520000000e+01
        ],
        [
          -8.903450350000000e+01,
          3.373943630000000e+01
        ],
        [
          -8.919178660000000e+01,
          3.373860820000000e+01
        ],
        [
          -8.919192959999999e+01,
          3.372216420000000e+01
        ],
        [
          -8.950714060000000e+01,
          3.372182520000000e+01
        ]
      ]
    ]
  ],
  ""type"": ""MultiPolygon""
}",14,28,155,28155,Webster County,MS,27248,0,238,,2,,2,20356.447924133,,,2,,2,12919.943095792,,14293.945639136,20.4,5802,1086,18.717683557,9983,4,40.068115797,,,4522,,3669,3852,19.5,37.8,2113,58,,,38.363171355,,,,25,27.449124468,,,,,,,,,,126,116.55,92.5,3875,151,3.896774194,633,,,49.496981891,,14.024041214,27.1,3.885360121,863,0,106,,,19.186046512,,,,10.534124629,12.282734647,68567,25,,,,,,42.919255817,36.460688086,5.076892561,23741,100497,4.233056737,9983,50,500.9,15.778506428,,,52,,39,40,9993,9993,2367,23.686580606,9993,1868,18.69308516,9993,1771,17.722405684,9993,44,0.4403082158,9993,192,1.921344941,9993,5131,51.34594216,9926,9926,100,9320,6,0.0643776824,11,8309,18,216.6,9993,7,70.049034324,,,32708,22731,59559,51249,1758,1746,99.317406143,3990,3656,,,,,88.43537415,91.629072682,2268,1340,59.082892416,29.7,9993,1,0.0100070049,9993,21,0.210147103,2353,658,27.964300892,10253,369.826323165,3.60700598,8155,1307,16.026977315,9993,3,30.02101471,2466,238,9.651257097,0,9.1,9993,7846,78.514960472,27248,238,,,916.284397144,,,619.689870647,665.254386763,,,,,,,,,,,,,,,,,,,,9993,20,200.140098069,9926,798,8.039492243,16.9,3.60700598,6.9,6,1,16.666666667,48901,56,,,,,,128.017556693,114.51708554,3700,380,9.574759945,0.6216216216,0.6486486486,10.27027027,3990,56.2,,,,,,,,,,1680,16.9,9983,14,14.023840529,44.571011477,33,12.3,17,,,66.4629381,,,71.239679907,70.435562897,48901,14,,,,,,28.738635176,28.629271385,,,,54493,40547,0.7440772209,4065,3166,77.884378844,3917,313,7.990809293,,,24,,33,32,7.540719351,1100,-888,0,,,,2.959525318,,3.299559993,3.177884935,,,3.128482588,,3.615108628,3.473236244,48901,11,22.494427517,,,,,,25.728860378,23.114498613,4065,3104,76.359163592,0.04461797282,6755,5730,84.826054774,-7120.133,,51249,,13.208062596,601,2,3.327787022,7420,5395,72.708894879,54,2024,1582945855.70312,177520.263517923
"{
  ""coordinates"": [
    [
      [
        [
          -8.934081150000000e+01,
          3.090991760000000e+01
        ],
        [
          -8.934145140000000e+01,
          3.064772560000000e+01
        ],
        [
          -8.924014140000000e+01,
          3.064765160000000e+01
        ],
        [
          -8.924007840000000e+01,
          3.067716560000000e+01
        ],
        [
          -8.888453830000000e+01,
          3.067729760000000e+01
        ],
        [
          -8.888453930000000e+01,
          3.073559660000000e+01
        ],
        [
          -8.888504330000001e+01,
          3.091079370000000e+01
        ],
        [
          -8.913797240000000e+01,
          3.090988270000000e+01
        ],
        [
          -8.934081150000000e+01,
          3.090991760000000e+01
        ]
      ]
    ]
  ],
  ""type"": ""MultiPolygon""
}",15,28,131,28131,Stone County,MS,52015,0,428,,2,,2,13873.500963772,,,2,,2,14091.783569415,,13747.431248791,22.7,10339,2049,19.818164233,18644,6,32.181935207,,,1946,,3385,3363,21.8,41.2,5088,122,,,16.483516484,,,,27.323943662,23.977987421,,,,,,,,,,177,163.725,92.5,6955,289,4.155283968,966,,,56.261682243,46.09929078,23.294858342,24.8,4.117287812,1486,0,175,,,23.19391635,,,,9.361329834,11.776581427,128251,38,,,,,,29.577349869,29.629398601,5.254052082,22685,107915,4.757108221,18644,75,402.3,15.041126387,,,28,,36,35,18669,18669,3982,21.329476673,18669,3236,17.333547592,18669,3392,18.169157427,18669,110,0.5892120628,18669,462,2.474690664,18669,9236,49.47238738,18333,18333,100,17264,38,0.2201112141,12.2,15749,35,222.2,18669,7,37.495313086,,,22883,117840,61048,54283,2411,2399,99.502281211,6656,5696,,,,,81.867988521,85.576923077,3883,2167,55.807365439,30.5,18669,13,0.06963415287,18669,103,0.5517167497,3965,997,25.145018916,17786,2237.3482367,12.579265921,14305,2358,16.483746942,18669,4,21.425893192,4150,332,8,0,9,18669,14330,76.75826236,52015,428,,,614.650340233,,,657.962709626,642.682538121,19376,15,,,,,,71.612718419,77.415359207,,,,,,,,,,,18669,22,117.842412556,18333,13964,76.168657612,17.7,12.579265921,5.8,24,5,20.833333333,92169,88,,,62.326477421,,,103.659315849,95.476787206,6305,905,11.442307692,3.552735924,1.268834259,14.35368755,6656,55.1,55340,18,,,,,,42.465850379,32.526201662,3260,17.7,18644,10,5.363655868,41.492933297,33.4,13.3,17.8,,,72.182761246,,,71.175635382,71.493511485,92169,18,,,,,,19.879868793,19.529342838,,,,52506,33641,0.6407077286,6517,5079,77.9346325,6174,789,12.779397473,,,23,,33,33,9.244613443,1800,20,15,19.444444444,,,3.009901303,,3.381509001,3.270860118,,,3.073183155,,3.513285719,3.39120951,92169,14,15.189488874,,,,,,19.205043646,15.17080212,6517,4842,74.297989873,0.01647125579,11853,10147,85.60701932,-3442.004,,54283,,14.951273879,1133,7,6.178287732,14270,7878,55.2067274,56.1,2024,1576488521.82422,169643.025161124
"{
  ""coordinates"": [
    [
      [
        [
          -9.109540400000000e+01,
          3.132098070000000e+01
        ],
        [
          -9.107995990000001e+01,
          3.128883370000000e+01
        ],
        [
          -9.105947490000000e+01,
          3.128192670000000e+01
        ],
        [
          -9.106021890000000e+01,
          3.099895860000000e+01
        ],
        [
          -9.089473590000000e+01,
          3.099963560000000e+01
        ],
        [
          -9.082603290000000e+01,
          3.099936560000000e+01
        ],
        [
          -9.082583520000000e+01,
          3.099936600000000e+01
        ],
        [
          -9.078375090000000e+01,
          3.099945260000000e+01
        ],
        [
          -9.077986390000000e+01,
          3.099946260000000e+01
        ],
        [
          -9.077598690000001e+01,
          3.099949660000000e+01
        ],
        [
          -9.076933880000000e+01,
          3.099937960000000e+01
        ],
        [
          -9.075878080000000e+01,
          3.099958860000000e+01
        ],
        [
          -9.073455780000000e+01,
          3.099922760000000e+01
        ],
        [
          -9.073447880000001e+01,
          3.099921960000000e+01
        ],
        [
          -9.065119880000000e+01,
          3.099951560000000e+01
        ],
        [
          -9.064872680000001e+01,
          3.099949160000000e+01
        ],
        [
          -9.058868180000000e+01,
          3.099965560000000e+01
        ],
        [
          -9.058737880000000e+01,
          3.099960960000000e+01
        ],
        [
          -9.058445380000001e+01,
          3.099970360000000e+01
        ],
        [
          -9.058352379999999e+01,
          3.099970360000000e+01
        ],
        [
          -9.056720079999999e+01,
          3.099973860000000e+01
        ],
        [
          -9.054762130000000e+01,
          3.099972890000000e+01
        ],
        [
          -9.054820479999999e+01,
          3.134957970000000e+01
        ],
        [
          -9.063330780000000e+01,
          3.134931170000000e+01
        ],
        [
          -9.098300790000000e+01,
          3.134867670000000e+01
        ],
        [
          -9.098756290000000e+01,
          3.133693370000000e+01
        ],
        [
          -9.100344790000000e+01,
          3.133792370000000e+01
        ],
        [
          -9.101801790000000e+01,
          3.134750770000000e+01
        ],
        [
          -9.102834090000000e+01,
          3.133568870000000e+01
        ],
        [
          -9.105719990000000e+01,
          3.133070270000000e+01
        ],
        [
          -9.106574689999999e+01,
          3.133890370000000e+01
        ],
        [
          -9.106923990000000e+01,
          3.132833970000000e+01
        ],
        [
          -9.109540400000000e+01,
          3.132098070000000e+01
        ]
      ]
    ]
  ],
  ""type"": ""MultiPolygon""
}",110,28,005,28005,Amite County,MS,33191,0,310,,2,,2,19684.503392193,,,2,,2,11418.560162012,,14426.889695301,26.4,6732,1255,18.642305407,12637,2,15.826541109,,,4240,,3578,3796,23.8,41.9,2352,55,,,22.471910112,,,,24.79338843,23.384353741,,,,,,,,,,63,45.675,72.5,4295,225,5.238649593,711,,,61.842105263,,17.179294824,28.2,4.375992995,860,0,101,,,16.666666667,,,,6.54396728,11.744186047,86944,26,,,34.770514604,,,27.890112955,29.90430622,5.007796126,13288,73376,5.521974714,12637,52,411.5,11.953091604,,,39,,37,37,12619,12619,2564,20.31856724,12619,3291,26.079721056,12619,4855,38.47373009,12619,52,0.4120770267,12619,212,1.68000634,12619,6482,51.366986291,12720,12720,100,12017,39,0.3245402347,14.7,10853,30,276.4,12619,2,15.849116412,,,20602,,51753,45433,886,883,99.661399549,3724,2949,,,,,81.223805532,79.189044039,2314,1308,56.525496975,35.9,12619,3,0.02377367462,12619,32,0.2535858626,2600,1145,44.038461538,13131,894.30386825,6.810630327,9209,1443,15.669453795,12619,3,23.773674618,2596,205,7.896764253,0,8.4,12619,7379,58.475315001,33191,310,,,869.25522635,,,511.390257245,637.631193505,,,,,,,,,,,,,,,,,,,,12619,11,87.170140265,12720,3355,26.375786164,21.7,6.810630327,5.5,23,6,26.086956522,61912,53,,,114.23442536,,,69.973130318,85.605375371,5415,710,11.747572816,1.846722068,0.2585410896,13.111726685,3724,49.5,,,,,,,,,,2770,21.7,12637,17,13.452559943,22.937903715,36.1,14.6,18.4,,,69.530514977,,,75.225496572,73.07973863,61912,10,,,,,,,16.151957617,,,,56008,28947,0.5168368804,5834,4722,80.93932122,5239,471,8.990265318,,,14,,23,20,0.3116211494,1200,-888,-888,,,,2.605655889,,,2.600740147,,,2.326366132,,,2.29963353,,,,,,,,,,,5834,4011,68.752142612,0.004704618709,9134,7996,87.541055397,-32470.71,,45433,,16.62227896,418,2,4.784688995,9765,7196,73.691756272,43.8,2024,2596987272.92969,211326.8903979
"{
  ""coordinates"": [
    [
      [
        [
          -8.924634460000000e+01,
          3.437935040000000e+01
        ],
        [
          -8.924549060000000e+01,
          3.416119230000000e+01
        ],
        [
          -8.924444160000000e+01,
          3.407394830000000e+01
        ],
        [
          -8.913916360000000e+01,
          3.407412230000000e+01
        ],
        [
          -8.882452850000000e+01,
          3.407495430000000e+01
        ],
        [
          -8.882497150000000e+01,
          3.436476540000000e+01
        ],
        [
          -8.892855150000000e+01,
          3.436500740000000e+01
        ],
        [
          -8.892887550000000e+01,
          3.437924640000000e+01
        ],
        [
          -8.924634460000000e+01,
          3.437935040000000e+01
        ]
      ]
    ]
  ],
  ""type"": ""MultiPolygon""
}",122,28,115,28115,Pontotoc County,MS,89967,0,622,,2,,2,11389.323886378,,,2,,2,11178.775980452,,11027.998823162,20.8,18192,4048,22.251539138,31445,6,19.080934966,,,4012,,3151,3225,19.8,37.4,7626,267,,,30.350194553,33.962264151,,,36.748329621,35.011801731,222011,11,,,,,,,4.954709451,459,396.645,86.41503268,14893,514,3.451285839,1832,,,43.544303797,51.785714286,18.122115726,23,3.758004673,3071,0,304,,,16.584158416,7.324840764,,,9.067468844,9.899055682,222011,68,,,42.22972973,,,31.867807613,30.629112972,4.966290538,25172,106148,4.216907675,31445,192,610.6,16.314137171,,,49,,44,44,31389,31389,8166,26.015483131,31389,4878,15.540475963,31389,4825,15.371627003,31389,186,0.5925642741,31389,2383,7.591831533,31389,15953,50.823536908,31184,31184,100,29075,737,2.534823732,11.4,25688,24,93.4,31389,12,38.229953168,,,34564,36983,61926,51086,5770,5734,99.376083189,13607,11569,,,92.964648232,,85.205514424,85.022414933,8102,5129,63.305356702,29.8,31389,17,0.05415910032,31389,138,0.4396444614,8180,1891,23.117359413,29957,1847.022328194,6.165578423,26345,4685,17.783260581,31389,3,9.557488292,8553,704,8.231030048,0,9.4,31389,23477,74.793717544,89967,622,,,540.373718247,,,588.418421061,568.381991869,36710,22,,,,,,54.711008637,59.929174612,3044,21,,,,,,,,6.898817346,31389,31,98.760712351,31184,16305,52.286428938,14.5,6.165578423,7.1,48,11,22.916666667,159553,154,,,75.767142316,,,108.74131923,96.519651777,10825,1080,5.64222326,4.203233256,1.154734411,9.976905312,13607,37.7,96080,16,,,,,,20.624793752,16.652789342,4520,14.5,31445,30,9.540467483,38.474254228,32.8,12.4,17.1,,,73.706680896,,,73.061227398,73.390264486,159553,22,,,,,,14.00456384,13.788521682,,,,46125,37626,0.8157398374,11630,8391,72.14961307,10853,804,7.408089929,,,29,20,33,33,4.196128691,4000,44,21,16.25,,,2.843177704,2.68337801,3.14339853,3.024507808,,,3.020680285,2.784670636,3.131496224,3.053591125,159553,26,16.295525625,,,,,,17.654082124,17.024525188,11630,8434,72.519346518,0.05471033184,20499,16410,80.052685497,-6651.7595,,51086,,16.204048076,2180,9,4.128440367,22655,14361,63.389980137,59.8,2024,1900812641.94141,175671.303890862
"{
  ""coordinates"": [
    [
      [
        [
          -9.019863690000000e+01,
          3.455443140000000e+01
        ],
        [
          -9.019854190000000e+01,
          3.451109440000000e+01
        ],
        [
          -9.019763990000000e+01,
          3.434025730000000e+01
        ],
        [
          -9.019409190000000e+01,
          3.430141330000000e+01
        ],
        [
          -9.013444690000000e+01,
          3.426520130000000e+01
        ],
        [
          -9.013546180000000e+01,
          3.416008030000000e+01
        ],
        [
          -8.995858480000000e+01,
          3.415956030000000e+01
        ],
        [
          -8.993149080000001e+01,
          3.416430930000000e+01
        ],
        [
          -8.972143670000000e+01,
          3.416351930000000e+01
        ],
        [
          -8.972105569999999e+01,
          3.419255130000000e+01
        ],
        [
          -8.971947170000000e+01,
          3.433601530000000e+01
        ],
        [
          -8.972217070000001e+01,
          3.442264540000000e+01
        ],
        [
          -8.972051879999999e+01,
          3.446474940000000e+01
        ],
        [
          -8.972134680000001e+01,
          3.455428040000000e+01
        ],
        [
          -9.019863690000000e+01,
          3.455443140000000e+01
        ]
      ]
    ]
  ],
  ""type"": ""MultiPolygon""
}",145,28,107,28107,Panola County,MS,94428,0,762,,2,,2,14967.931759434,,,2,,2,11501.916878017,,13164.142463412,26.7,18720,3718,19.861111111,32851,7,21.308331558,,,3696,,3510,3628,23.3,41.9,7632,352,,,51.885764116,,,,39.781021898,46.121593291,237394,42,,,27.934852538,,,,17.692106793,374,325.25,86.965240642,12333,576,4.670396497,2593,,,34.704545455,5.263157895,9.970958374,33.3,4.302148916,3286,0,405,,,15.299684543,,,,8.66873065,12.325015216,237394,97,,,37.24647005,,,47.698759832,40.860341879,4.836425766,19020,100040,5.259726604,32851,326,992.4,13.151026617,,,36,,31,32,32661,32661,7922,24.255227948,32661,5802,17.764306053,32661,16135,49.401426778,32661,113,0.345978384,32661,660,2.020758703,32661,16942,51.872263556,33208,26935,81.1099735,30906,8,0.02588494144,14.9,27068,77,284.5,32661,34,104.099690763,,,36555,,57313,40595,5513,5492,99.619082169,11587,10108,,,84.666381523,,86.255572065,87.235695176,8047,4486,55.747483534,34.9,32661,3,0.009185266832,32661,68,0.2081993815,8146,3465,42.536214093,34707,3686.322820433,10.621266086,26472,4239,16.013145966,32661,15,45.92633416,8169,572,7.002081038,1,9,32661,15325,46.921404733,94428,762,,,707.831256582,,,575.965328933,632.651658955,36533,35,,,114.383757506,,,80.556572684,95.80379383,3333,30,,,12.20132181,,,,,9.00090009,32661,39,119.408468816,33208,11261,33.910503493,16.5,10.621266086,6.2,71,21,29.577464789,169063,195,,,95.019775991,,,144.613159798,115.341618213,12355,1455,9.585062241,1.659247268,1.497369486,11.77660866,11587,43.4,,,,,,,,,,5500,16.5,32851,41,12.480594198,37.293869408,37.4,14.3,18.1,,,69.935717313,,,72.987568329,71.67801279,169063,38,,,32.069174397,,,13.953901384,22.476828165,,,,46214,34106,0.7380014714,12392,8788,70.916720465,11340,1234,10.881834215,,,34,,49,45,20.303233736,3700,32,40,19.459459459,,,2.731134224,,3.316659422,2.943931558,,,2.933786279,,3.274339701,3.066616999,169063,14,8.280936692,,,,,,,8.225656809,12392,8846,71.384764364,0.145974463,22135,18122,81.870341089,-28308.495,,40595,,19.827564971,2268,12,5.291005291,25300,15627,61.766798419,56,2024,2694278668.97656,208542.591771447
