ID,BBOX,VERSION,SOURCES,LEVEL,HEIGHT,IS_UNDERGROUND,NUM_FLOORS,NUM_FLOORS_UNDERGROUND,MIN_HEIGHT,MIN_FLOOR,FACADE_COLOR,FACADE_MATERIAL,ROOF_MATERIAL,ROOF_SHAPE,ROOF_DIRECTION,ROOF_ORIENTATION,ROOF_COLOR,ROOF_HEIGHT,BUILDING_ID,GEOMETRY,NAMES
08b1f102b02e1fff02014e2ddd4514e2,"{
  ""xmax"": 9.160053253173828e+00,
  ""xmin"": 9.159911155700684e+00,
  ""ymax"": 5.233998107910156e+01,
  ""ymin"": 5.233985519409180e+01
}",0,"{
  ""list"": [
    {
      ""element"": {
        ""dataset"": ""OpenStreetMap"",
        ""property"": """",
        ""record_id"": ""w972644021@1"",
        ""update_time"": ""2021-08-12T17:30:03.000Z""
      }
    }
  ]
}",,,false,,,,,,,,gabled,,,#B03060,,08b1f102b02e1fff0200ec3cadc93d1d,"{
  ""coordinates"": [
    [
      [
        9.1600452,
        52.339856
      ],
      [
        9.160053,
        52.3399715
      ],
      [
        9.1599203,
        52.3399748
      ],
      [
        9.1599187,
        52.3399509
      ],
      [
        9.1599127,
        52.3398593
      ],
      [
        9.1600452,
        52.339856
      ]
    ]
  ],
  ""type"": ""Polygon""
}",
08b1f102b02ecfff020155f9b9927bdd,"{
  ""xmax"": 9.160593032836914e+00,
  ""xmin"": 9.160524368286133e+00,
  ""ymax"": 5.234003067016602e+01,
  ""ymin"": 5.233998107910156e+01
}",0,"{
  ""list"": [
    {
      ""element"": {
        ""dataset"": ""OpenStreetMap"",
        ""property"": """",
        ""record_id"": ""w646003279@2"",
        ""update_time"": ""2021-08-12T17:30:03.000Z""
      }
    }
  ]
}",,,false,,,,,,,,flat,,,#FF0000,,08b1f102b02ecfff0200661c136d5c9c,"{
  ""coordinates"": [
    [
      [
        9.1605244,
        52.3400226
      ],
      [
        9.1605267,
        52.3399815
      ],
      [
        9.1605926,
        52.3399829
      ],
      [
        9.1605903,
        52.340024
      ],
      [
        9.1605244,
        52.3400226
      ]
    ]
  ],
  ""type"": ""Polygon""
}",
08b1f102b02eafff0201451ac2a3fd8f,"{
  ""xmax"": 9.160577774047852e+00,
  ""xmin"": 9.160502433776855e+00,
  ""ymax"": 5.233954238891602e+01,
  ""ymin"": 5.233952331542969e+01
}",0,"{
  ""list"": [
    {
      ""element"": {
        ""dataset"": ""OpenStreetMap"",
        ""property"": """",
        ""record_id"": ""w972947117@1"",
        ""update_time"": ""2021-08-13T19:34:34.000Z""
      }
    }
  ]
}",,,false,,,,,,,,,,,#FF0000,,08b1f102b02eafff0200121cd6ce89cb,"{
  ""coordinates"": [
    [
      [
        9.1605039,
        52.3395392
      ],
      [
        9.1605049,
        52.3395237
      ],
      [
        9.160577,
        52.3395255
      ],
      [
        9.160576,
        52.339541
      ],
      [
        9.1605039,
        52.3395392
      ]
    ]
  ],
  ""type"": ""Polygon""
}",
08b1f102b02eafff0201bcab2b27d686,"{
  ""xmax"": 9.160458564758301e+00,
  ""xmin"": 9.160269737243652e+00,
  ""ymax"": 5.233960342407227e+01,
  ""ymin"": 5.233952713012695e+01
}",0,"{
  ""list"": [
    {
      ""element"": {
        ""dataset"": ""OpenStreetMap"",
        ""property"": """",
        ""record_id"": ""w972947133@1"",
        ""update_time"": ""2021-08-13T19:34:34.000Z""
      }
    }
  ]
}",,,false,,,,,,,,gabled,,,#B03060,,08b1f102b02eafff020064072dddb9bc,"{
  ""coordinates"": [
    [
      [
        9.1604577,
        52.3395381
      ],
      [
        9.1604534,
        52.3396027
      ],
      [
        9.1602919,
        52.3395988
      ],
      [
        9.1602713,
        52.3395983
      ],
      [
        9.1602756,
        52.3395336
      ],
      [
        9.1604577,
        52.3395381
      ]
    ]
  ],
  ""type"": ""Polygon""
}",
08b1f102b02eafff0201c9108fbbb0fd,"{
  ""xmax"": 9.160461425781250e+00,
  ""xmin"": 9.160275459289551e+00,
  ""ymax"": 5.233953857421875e+01,
  ""ymin"": 5.233948135375977e+01
}",0,"{
  ""list"": [
    {
      ""element"": {
        ""dataset"": ""OpenStreetMap"",
        ""property"": """",
        ""record_id"": ""w972947132@1"",
        ""update_time"": ""2021-08-13T19:34:34.000Z""
      }
    }
  ]
}",,,false,,,,,,,,,,,#B03060,,08b1f102b02eafff020064072dddb9bc,"{
  ""coordinates"": [
    [
      [
        9.1604577,
        52.3395381
      ],
      [
        9.1602756,
        52.3395336
      ],
      [
        9.1602758,
        52.3395305
      ],
      [
        9.1602786,
        52.339488
      ],
      [
        9.1604607,
        52.3394925
      ],
      [
        9.1604577,
        52.3395381
      ]
    ]
  ],
  ""type"": ""Polygon""
}",
08b1f102b15b4fff02017bfb7ed5554b,"{
  ""xmax"": 9.162530899047852e+00,
  ""xmin"": 9.162365913391113e+00,
  ""ymax"": 5.234008407592773e+01,
  ""ymin"": 5.233997344970703e+01
}",0,"{
  ""list"": [
    {
      ""element"": {
        ""dataset"": ""OpenStreetMap"",
        ""property"": """",
        ""record_id"": ""w973160796@1"",
        ""update_time"": ""2021-08-14T20:55:24.000Z""
      }
    }
  ]
}",,,false,,,,,,,,gabled,,,#FF0000,,08b1f102b15b4fff0200ecce82bdc563,"{
  ""coordinates"": [
    [
      [
        9.1623666,
        52.3400801
      ],
      [
        9.1623706,
        52.3399738
      ],
      [
        9.1625308,
        52.3399761
      ],
      [
        9.1625268,
        52.3400825
      ],
      [
        9.162397,
        52.3400805
      ],
      [
        9.1623666,
        52.3400801
      ]
    ]
  ],
  ""type"": ""Polygon""
}",
08b1f102b15b6fff02013ef4e68190e4,"{
  ""xmax"": 9.162264823913574e+00,
  ""xmin"": 9.162097930908203e+00,
  ""ymax"": 5.233964920043945e+01,
  ""ymin"": 5.233953475952148e+01
}",0,"{
  ""list"": [
    {
      ""element"": {
        ""dataset"": ""OpenStreetMap"",
        ""property"": """",
        ""record_id"": ""w646002208@2"",
        ""update_time"": ""2021-08-13T19:34:34.000Z""
      }
    }
  ]
}",,,false,,,,,,,,gabled,,across,#B03060,,08b1f102b15b6fff0200a97faae50f73,"{
  ""coordinates"": [
    [
      [
        9.1620986,
        52.339632
      ],
      [
        9.1621144,
        52.3395509
      ],
      [
        9.1621161,
        52.3395413
      ],
      [
        9.1621638,
        52.3395447
      ],
      [
        9.1622644,
        52.3395518
      ],
      [
        9.1622469,
        52.3396426
      ],
      [
        9.1620986,
        52.339632
      ]
    ]
  ],
  ""type"": ""Polygon""
}",
08b1f102b15b6fff02014f7306434be2,"{
  ""xmax"": 9.162269592285156e+00,
  ""xmin"": 9.162163734436035e+00,
  ""ymax"": 5.233955764770508e+01,
  ""ymin"": 5.233951187133789e+01
}",0,"{
  ""list"": [
    {
      ""element"": {
        ""dataset"": ""OpenStreetMap"",
        ""property"": """",
        ""record_id"": ""w972947122@1"",
        ""update_time"": ""2021-08-13T19:34:34.000Z""
      }
    }
  ]
}",,,false,,,,,,,,flat,,,#FFFFFF,,08b1f102b15b6fff0200a97faae50f73,"{
  ""coordinates"": [
    [
      [
        9.1622644,
        52.3395518
      ],
      [
        9.1621638,
        52.3395447
      ],
      [
        9.1621688,
        52.3395184
      ],
      [
        9.1622694,
        52.3395256
      ],
      [
        9.1622644,
        52.3395518
      ]
    ]
  ],
  ""type"": ""Polygon""
}",
08b1f102b025afff0201bafd2d30f557,"{
  ""xmax"": 9.161953926086426e+00,
  ""xmin"": 9.161864280700684e+00,
  ""ymax"": 5.234014892578125e+01,
  ""ymin"": 5.234007263183594e+01
}",0,"{
  ""list"": [
    {
      ""element"": {
        ""dataset"": ""OpenStreetMap"",
        ""property"": """",
        ""record_id"": ""w973227194@1"",
        ""update_time"": ""2021-08-15T09:39:27.000Z""
      }
    }
  ]
}",,,false,,,,,,,,gabled,,,#B03060,,08b1f102b02e9fff020083120601822d,"{
  ""coordinates"": [
    [
      [
        9.1619524,
        52.3400783
      ],
      [
        9.1619424,
        52.3401416
      ],
      [
        9.1618649,
        52.3401371
      ],
      [
        9.1618749,
        52.3400737
      ],
      [
        9.1619524,
        52.3400783
      ]
    ]
  ],
  ""type"": ""Polygon""
}",
08b1f102b15b6fff02012ae79963e616,"{
  ""xmax"": 9.161890029907227e+00,
  ""xmin"": 9.161688804626465e+00,
  ""ymax"": 5.233961868286133e+01,
  ""ymin"": 5.233950424194336e+01
}",0,"{
  ""list"": [
    {
      ""element"": {
        ""dataset"": ""OpenStreetMap"",
        ""property"": """",
        ""record_id"": ""w646002209@2"",
        ""update_time"": ""2021-08-13T19:34:34.000Z""
      }
    }
  ]
}",,,false,,,,,,,,hipped,,,#B03060,,08b1f102b15b6fff0200517a154a2707,"{
  ""coordinates"": [
    [
      [
        9.161689,
        52.3396014
      ],
      [
        9.1617037,
        52.3395116
      ],
      [
        9.1618074,
        52.339518
      ],
      [
        9.1618897,
        52.339523
      ],
      [
        9.161875,
        52.3396127
      ],
      [
        9.161689,
        52.3396014
      ]
    ]
  ],
  ""type"": ""Polygon""
}",
08b1f102b02ebfff0201a1912628dcc3,"{
  ""xmax"": 9.161443710327148e+00,
  ""xmin"": 9.161227226257324e+00,
  ""ymax"": 5.233959197998047e+01,
  ""ymin"": 5.233947372436523e+01
}",0,"{
  ""list"": [
    {
      ""element"": {
        ""dataset"": ""OpenStreetMap"",
        ""property"": """",
        ""record_id"": ""w646002210@2"",
        ""update_time"": ""2021-08-13T19:34:34.000Z""
      }
    }
  ]
}",,,false,,,,,,,,gabled,,,#FF0000,,08b1f102b02ebfff0200d02c44f9e133,"{
  ""coordinates"": [
    [
      [
        9.1612276,
        52.3395781
      ],
      [
        9.161237,
        52.3395236
      ],
      [
        9.1612441,
        52.3394829
      ],
      [
        9.1612455,
        52.3394747
      ],
      [
        9.1614436,
        52.3394876
      ],
      [
        9.1614274,
        52.3395809
      ],
      [
        9.1613503,
        52.339576
      ],
      [
        9.1613486,
        52.339586
      ],
      [
        9.1612276,
        52.3395781
      ]
    ]
  ],
  ""type"": ""Polygon""
}",
